Title,Company,Location,Description,URL
Data & Allocation Analyst,Hasbro,"Providence, RI 02903 (Downtown area)","At Hasbro, our mission is to entertain and connect generations of fans through the wonder of storytelling and exhilaration of play. We’re looking for…",https://www.indeed.com/viewjob?jk=441a36272d08a2c8&from=serp&vjs=3
Data Scientist 3,United Launch Alliance,"Centennial, CO 80112","Data Scientist 3Date: Jul 13, 2024 Location: Centennial, CO, US, 80112 Company: United Launch Alliance Requisition ID: 188 Location: ULA - Denver…",https://www.indeed.com/viewjob?jk=77fafa520bbe4db9&from=serp&vjs=3
Data Analyst,CACI,"Norco, CA 92860",Data Analyst Job Category: Service Contract Act Time Type: Full time Minimum Clearance Required to Start: Secret Employee Type: Regular Percentage of…,https://www.indeed.com/viewjob?jk=8650861bb6ed41f6&from=serp&vjs=3
HR Data Analyst,Harris County,"Houston, TX 77092 (Lazybrook - Timbergrove area)","Position Description About Harris County Flood Control District: The Flood Control District has the mission to reduce the risk of flooding in Harris County,…",https://www.indeed.com/viewjob?jk=bdb291c45c00e9cb&from=serp&vjs=3
Sr. Data Scientist,Exeter Finance LLC,"Irving, TX 75063 (Freeport/Hackberry area)","At Exeter Finance, we are committed to helping customers find the right financing for their next vehicle purchase. By building strong relationships with our…",https://www.indeed.com/viewjob?jk=35c54417534f0b16&from=serp&vjs=3
"Manager, Customer Support",PitchBook Data,"Hybrid work in New York, NY","At PitchBook, we are always looking forward. We continue to innovate, evolve, and invest in ourselves to bring out the best in everyone. We're deeply…",https://www.indeed.com/viewjob?jk=807ebd716a1f32ec&from=serp&vjs=3
"Data Analyst - Education - NYU Langone Long Island, School of Medicine - Mineola",NYU Langone Health,"Mineola, NY 11501","NYU Langone Hospital-Long Island is a 591-bed university-affiliated medical center, which offers sophisticated diagnostic and therapeutic care in virtually…",https://www.indeed.com/viewjob?jk=ceb8341bd8f92922&from=serp&vjs=3
"Business Analyst, Equities","Jefferies & Company, Inc.","New York, NY","Description: As a Business Analyst/Product Manager on the Prime Services Technology Team, you will work in a fast-paced team setting, alongside industry…",https://www.indeed.com/viewjob?jk=1eb85305941692f3&from=serp&vjs=3
IT Business Analyst,TCS Education System,Remote,"Job Description: Position Summary The Business Analyst position supports functional areas in their use of business applications, and works closely with…",https://www.indeed.com/viewjob?jk=c8a520f662abdc5f&from=serp&vjs=3
IT Business Analyst,NJEDA,"Hybrid work in Trenton, NJ","Overview: Job Summary Responsible for gathering, analyzing, and translating requirements from business units on various ongoing development projects. Also,…",https://www.indeed.com/viewjob?jk=7a47bbd084c722c7&from=serp&vjs=3
Senior Data Analyst (U.S. remote eligible),"Eternal Word Television Network, Inc.",Remote in Alabama,"HOW YOU WILL IMPACT THE BIG PICTURE: As the Senior Data Analyst, you will assist the Director of Direct Response by providing fundraising, marketing and…",https://www.indeed.com/viewjob?jk=400cd0aab0d76507&from=serp&vjs=3
Data Management Section 3 Specialist,DC Housing Authority,"Washington, DC 20024 (Southwest Waterfront area)","Essential Duties and Responsibilities Collects, manages, and analyzes all data as it relates to applicable programs in the Office of Resident Services;…",https://www.indeed.com/viewjob?jk=7b97c8b863c314ca&from=serp&vjs=3
OUTCOMES DATA SPECIALIST,Montefiore Medical Center,"Bronx, NY 10467 (Williams Bridge area)","This Outcome Data Specialist is responsible for collecting, entering, and coordinating nursing outcome data. Analytical methodology is used to produce reports…",https://www.indeed.com/viewjob?jk=499ae1ccead240eb&from=serp&vjs=3
Statistician,US Office of Enterprise Integration,"Washington, DC 20420 (Downtown area)",Duties This is a non-bargaining unit position. The initial application review cut-off for this job announcement is 50 applications. The first 50…,https://www.indeed.com/viewjob?jk=c58c66a49c582440&from=serp&vjs=3
Adjunct Faculty - Data Interaction & Visual Analytics,New York Institute of Technology,"New York, NY 10023 (Upper West Side area)","Overview: New York Institute of Technology's six schools and colleges offer undergraduate, graduate, and professional degree programs in in-demand…",https://www.indeed.com/viewjob?jk=36fdcf5b579051b9&from=serp&vjs=3
BI Analyst,Offerpad,"Chandler, AZ 85286","**Applicants are required to be eligible to lawfully work in the U.S. immediately; employer will not sponsor applicants for U.S. work authorization (e.g., H…",https://www.indeed.com/viewjob?jk=d9fbe51741129967&from=serp&vjs=3
Data & Allocation Analyst,Hasbro,"Providence, RI 02903 (Downtown area)","At Hasbro, our mission is to entertain and connect generations of fans through the wonder of storytelling and exhilaration of play. We’re looking for…",https://www.indeed.com/viewjob?jk=441a36272d08a2c8&from=serp&vjs=3
Data Scientist 3,United Launch Alliance,"Centennial, CO 80112","Data Scientist 3Date: Jul 13, 2024 Location: Centennial, CO, US, 80112 Company: United Launch Alliance Requisition ID: 188 Location: ULA - Denver…",https://www.indeed.com/viewjob?jk=77fafa520bbe4db9&from=serp&vjs=3
Data Engineer,Grant Street Group,Remote,"At Grant Street Group, we provide quality software and uncompromising support for tax collection, ePayments, and auctions to help government work better and…",https://www.indeed.com/viewjob?jk=184f81b50180928e&from=serp&vjs=3
Data Analyst,CACI,"Norco, CA 92860",Data Analyst Job Category: Service Contract Act Time Type: Full time Minimum Clearance Required to Start: Secret Employee Type: Regular Percentage of…,https://www.indeed.com/viewjob?jk=8650861bb6ed41f6&from=serp&vjs=3
HR Data Analyst,Harris County,"Houston, TX 77092 (Lazybrook - Timbergrove area)","Position Description About Harris County Flood Control District: The Flood Control District has the mission to reduce the risk of flooding in Harris County,…",https://www.indeed.com/viewjob?jk=bdb291c45c00e9cb&from=serp&vjs=3
"AIML - Chief of Staff, Data and Machine Learning Innovation",Apple,"Cupertino, CA","Summary Posted: Jul 19, 2024 Role Number:200559742 Apple is where individual imaginations gather together, committing to the values that lead to great work…",https://www.indeed.com/viewjob?jk=228c3da0f54e9d26&from=serp&vjs=3
Sr. Data Scientist,Exeter Finance LLC,"Irving, TX 75063 (Freeport/Hackberry area)","At Exeter Finance, we are committed to helping customers find the right financing for their next vehicle purchase. By building strong relationships with our…",https://www.indeed.com/viewjob?jk=35c54417534f0b16&from=serp&vjs=3
"Manager, Customer Support",PitchBook Data,"Hybrid work in New York, NY","At PitchBook, we are always looking forward. We continue to innovate, evolve, and invest in ourselves to bring out the best in everyone. We're deeply…",https://www.indeed.com/viewjob?jk=807ebd716a1f32ec&from=serp&vjs=3
"Data Analyst - Education - NYU Langone Long Island, School of Medicine - Mineola",NYU Langone Health,"Mineola, NY 11501","NYU Langone Hospital-Long Island is a 591-bed university-affiliated medical center, which offers sophisticated diagnostic and therapeutic care in virtually…",https://www.indeed.com/viewjob?jk=ceb8341bd8f92922&from=serp&vjs=3
"Business Analyst, Equities","Jefferies & Company, Inc.","New York, NY","Description: As a Business Analyst/Product Manager on the Prime Services Technology Team, you will work in a fast-paced team setting, alongside industry…",https://www.indeed.com/viewjob?jk=1eb85305941692f3&from=serp&vjs=3
IT Business Analyst,TCS Education System,Remote,"Job Description: Position Summary The Business Analyst position supports functional areas in their use of business applications, and works closely with…",https://www.indeed.com/viewjob?jk=c8a520f662abdc5f&from=serp&vjs=3
Senior Data Analyst (U.S. remote eligible),"Eternal Word Television Network, Inc.",Remote in Alabama,"HOW YOU WILL IMPACT THE BIG PICTURE: As the Senior Data Analyst, you will assist the Director of Direct Response by providing fundraising, marketing and…",https://www.indeed.com/viewjob?jk=400cd0aab0d76507&from=serp&vjs=3
Data Management Section 3 Specialist,DC Housing Authority,"Washington, DC 20024 (Southwest Waterfront area)","Essential Duties and Responsibilities Collects, manages, and analyzes all data as it relates to applicable programs in the Office of Resident Services;…",https://www.indeed.com/viewjob?jk=7b97c8b863c314ca&from=serp&vjs=3
OUTCOMES DATA SPECIALIST,Montefiore Medical Center,"Bronx, NY 10467 (Williams Bridge area)","This Outcome Data Specialist is responsible for collecting, entering, and coordinating nursing outcome data. Analytical methodology is used to produce reports…",https://www.indeed.com/viewjob?jk=499ae1ccead240eb&from=serp&vjs=3
Data Analyst,CACI,"Norco, CA 92860","Knowledge of assessment measures and the data required to assess them.
Process raw data into useable H5 format via in house applications and tools.",https://www.indeed.com/viewjob?jk=8650861bb6ed41f6&from=serp&vjs=3
HR Data Analyst,Harris County,"Houston, TX 77092 (Lazybrook - Timbergrove area)","Implement and enforce data privacy and security measures to safeguard HR data and protect employee privacy rights.
Experience with HRIS systems (i.e., ClayHR).",https://www.indeed.com/viewjob?jk=bdb291c45c00e9cb&from=serp&vjs=3
"AIML - Chief of Staff, Data and Machine Learning Innovation",Apple,"Cupertino, CA","As part of Apple's AI and Machine Learning org, we encourage and create groundbreaking technology for large-scale ML systems, computer vision, natural language…",https://www.indeed.com/viewjob?jk=228c3da0f54e9d26&from=serp&vjs=3
Sr. Data Scientist,Exeter Finance LLC,"Irving, TX 75063 (Freeport/Hackberry area)","Experience working with credit bureau data preferred.
Two (2) plus years of experience using SQL Server or other relational databases to extract data for model…",https://www.indeed.com/viewjob?jk=35c54417534f0b16&from=serp&vjs=3
"Manager, Customer Support",PitchBook Data,"Hybrid work in New York, NY",Regularly review Highspot to ensure you and your team are knowledgeable on the latest product and data initiatives and releases.,https://www.indeed.com/viewjob?jk=807ebd716a1f32ec&from=serp&vjs=3
"Data Analyst - Education - NYU Langone Long Island, School of Medicine - Mineola",NYU Langone Health,"Mineola, NY 11501","Coordinates and maintains electronic data feeds between various data sources.
Supports research on OME data sources.",https://www.indeed.com/viewjob?jk=ceb8341bd8f92922&from=serp&vjs=3
"Business Analyst, Equities","Jefferies & Company, Inc.","New York, NY","You will be an expert in cross-functional, end-to-end delivery that spans Prime Service technology across all platform line of businesses which are Cash and…",https://www.indeed.com/viewjob?jk=1eb85305941692f3&from=serp&vjs=3
IT Business Analyst,TCS Education System,Remote,"Produce data and reports to meet business unit information analysis needs.
Act as primary troubleshooter to resolve data accuracy issues within the various…",https://www.indeed.com/viewjob?jk=c8a520f662abdc5f&from=serp&vjs=3
Senior Data Analyst (U.S. remote eligible),"Eternal Word Television Network, Inc.",Remote in Alabama,"Master’s degree or advanced experience in data science, data engineering or related field.
Ensure integrity of data structure, working with internal and…",https://www.indeed.com/viewjob?jk=400cd0aab0d76507&from=serp&vjs=3
Data Management Section 3 Specialist,DC Housing Authority,"Washington, DC 20024 (Southwest Waterfront area)","Designs new methodologies for the collection of all required data and maintains current databases;
Utilizes various data visualization techniques and…",https://www.indeed.com/viewjob?jk=7b97c8b863c314ca&from=serp&vjs=3
